"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0090087","GO:0090087","regulation of peptide transport","50/2093","247/18384",0.202429149797571,1.77804944571359,4.41257280136021,3.50681360367374e-05,0.000405768707921146,0.000288916097973617,"Per2/Inhbb/Adora1/Glul/Cacna1e/Mpc2/Il1b/Nnat/Slc2a2/Anxa5/S100a8/Ptger3/Mup2/Mup1/Mup11/Mup3/C1qtnf12/Aacs/Lep/Arrb1/Ucp2/Bmal1/Prkcb/Kcnq1/Gja1/Pfkl/Hmga2/Irs2/Cacna1d/C2cd2l/Rab8b/Gck/Srebf1/Ccl5/Birc5/Sox4/Isl1/Fkbp1b/Gpr68/Ptger4/Sybu/Abat/Tiam1/Abcg1/Tnf/Prkce/Cd74/Cpt1a/Tcirg1/Rbp4",50
"GO:0140694","GO:0140694","non-membrane-bounded organelle assembly","77/2093","430/18384",0.17906976744186,1.57287080967566,4.30853124616067,3.5144648710322e-05,0.000405855098466155,0.000288977609910537,"Ankrd23/Arpc2/Aspm/Casq1/Nek2/Neb/Klhl41/Ttn/Actc1/Tpx2/Hck/Mybl2/Neurl2/Fmr1/Haus7/Flna/Kif4/Noct/Tmod4/Gpsm2/Cenpe/Cavin4/Stil/Cdc20/Cdca8/Cenpa/Haus3/Kntc1/Lmod3/Bicd1/Tnnt1/Mybpc2/Prc1/Plk1/Tnnt3/Myom2/Haus8/Cenpt/Ccsap/Acta1/Myoz1/Synpo2l/Dlgap5/Fitm1/Ska3/Lcp1/Diaph3/Kif23/Tpm1/Ccnb2/Xirp1/Kif15/Tns3/Sh3pxd2b/Aurkb/Spag5/Tcap/Grb7/Birc5/Actg1/Ccdc57/Plk2/Asb2/Sqle/Racgap1/Bin2/Kifc1/Hspa1b/Hspa1a/Tnf/Uhrf1/Myom1/Ndc80/Bscl2/Incenp/Kif11/Nrap",77
"GO:0046883","GO:0046883","regulation of hormone secretion","58/2093","300/18384",0.193333333333333,1.69815575728619,4.37003220835426,3.55212464560816e-05,0.000409288660798975,0.000291422380569246,"Per2/Inhbb/Adora1/Glul/Cacna1e/Mpc2/Il1b/Nnat/Slc2a2/Anxa5/P2ry1/Ptger3/Mup2/Mup1/Mup11/Mup3/C1qtnf12/Spp1/Aacs/Lep/Rab11fip5/Arrb1/Ucp2/Bmal1/Prkcb/Kcnq1/Gja1/Pfkl/Kiss1r/Hmga2/Retn/Irs2/Rab11fip1/Cacna1d/C2cd2l/Rab8b/Gck/Srebf1/Ccl5/Birc5/C1qtnf1/Sox4/Isl1/Fkbp1b/Gpr68/Ptger4/Dab2/Sybu/Abat/Tiam1/Runx1/Abcg1/Tnf/Prkce/Cpt1a/Tcirg1/Anxa1/Rbp4",58
"GO:1902624","GO:1902624","positive regulation of neutrophil migration","16/2093","47/18384",0.340425531914894,2.99014953594047,4.89654141445397,3.55812360783049e-05,0.000409288660798975,0.000291422380569246,"Camk1d/Mdk/Il1b/Lbp/Tlr2/Ptger3/C3ar1/C5ar1/Adam8/Fut4/Ccr7/Ptger4/Rac2/Nckap1l/Myo1f/Cd74",16
"GO:0032231","GO:0032231","regulation of actin filament bundle assembly","28/2093","111/18384",0.252252252252252,2.21567386784778,4.60460710626499,3.56735562234838e-05,0.000409549147425073,0.000291607852682096,"Myoc/Prkcq/Was/Flna/Rhoc/Synpo2/Lpar1/Stmn1/Arhgef10l/Limch1/Met/Pak1/Wnt11/Arap1/Kiss1r/Bag4/Cx3cl1/Synpo2l/Tpm1/Plek/Sh3pxd2b/Actg1/Pik3r1/Tgfb3/Gpr65/Evl/Ptger4/Synpo",28
"GO:0031663","GO:0031663","lipopolysaccharide-mediated signaling pathway","19/2093","62/18384",0.306451612903226,2.69173743507544,4.78256962060712,3.67401376843636e-05,0.000420152780756205,0.000299157869000675,"Ly96/Cd84/Spi1/Lbp/Ptpn22/Lyn/Ptafr/Nos3/Sash1/Cx3cl1/Plcg2/Acod1/Scimp/Ly86/Tifab/Cd180/Trem2/Prkce/Cd6",19
"GO:0034142","GO:0034142","toll-like receptor 4 signaling pathway","19/2093","62/18384",0.306451612903226,2.69173743507544,4.78256962060712,3.67401376843636e-05,0.000420152780756205,0.000299157869000675,"Ly96/Rab7b/Lbp/Ptpn22/Lyn/Oas1c/Oas1g/Oas1a/Tril/Tnip3/Mfhas1/Acod1/Scimp/Ninj1/Pik3r1/Trem2/Prkce/Ticam2/Pik3ap1",19
"GO:0006007","GO:0006007","glucose catabolic process","12/2093","29/18384",0.413793103448276,3.63457831523799,5.08922736058874,3.70152868171893e-05,0.000421658635487285,0.000300230070145134,"Adcy10/Eno1/Gapdh/Ldha/Aldoa/Pfkl/Pkm/Pgam2/Gck/Eno3/Eno1b/Actn3",12
"GO:0051953","GO:0051953","negative regulation of amine transport","12/2093","29/18384",0.413793103448276,3.63457831523799,5.08922736058874,3.70152868171893e-05,0.000421658635487285,0.000300230070145134,"Adora1/Il1rn/Slc43a1/Il1b/P2ry1/Ptger3/Lep/Snca/Gck/Abat/Tnf/Entpd1",12
"GO:0042391","GO:0042391","regulation of membrane potential","84/2093","480/18384",0.175,1.5371237458194,4.27404285702964,3.73916347753179e-05,0.000425121913364252,0.000302695998914108,"Ndufs1/Pid1/Gpr35/Bok/Adora1/Myoc/Adcy10/Nos1ap/Il1rn/Mtch2/Mtln/Rims4/Kcnd1/Fgf13/Fmr1/Flna/Dmd/Kcne5/Glrb/Atp1a1/Gclm/Gabrr2/Jun/Atp5if1/Cnr2/Slc25a33/Kcnab2/Kcnk3/Cux2/P2rx7/Met/Clcn1/Snca/Grin2b/Kcnn4/Kcnk6/Ntrk3/Ucp2/Kcnq1/Akap7/Trdn/Popdc3/Gja1/Col6a1/Gna15/Cx3cl1/Cacna1d/Kctd12/Fgf14/S1pr2/Scn4b/Xirp1/Insyn2b/Trpv1/Jup/Cntnap1/Mpp2/Scn4a/Kcnj2/Pycr1/Ryr2/Plk2/Ndufs4/Fkbp1b/Ntsr2/Dld/Abat/Pkp2/P2rx6/Clcn2/App/Clic1/Tnf/Slc29a1/Trem2/Ehd3/Slc8a1/Prkce/Nrxn1/Pmaip1/Npas4/Lipa/Got1/Shtn1",84
"GO:0060759","GO:0060759","regulation of response to cytokine stimulus","37/2093","165/18384",0.224242424242424,1.96964774356079,4.48448557390075,3.75423992885105e-05,0.000426012013548002,0.000303329769500341,"Cxcr4/Ikbke/Ptprc/Il1rn/Samhd1/Cd40/Tlr2/Ecm1/H2bc21/Laptm5/Padi2/Isg15/Stap1/Oas1c/Oas1g/Oas1a/Usp29/Pycard/Arg1/Cd24a/Mmp12/Traip/Slit3/Ccl5/Cd300lf/Syk/Naip2/Naip5/Naip6/Naip1/Angpt1/Parp14/Hspa1b/Trem2/Sting1/Ticam2/Cd74",37
"GO:0044784","GO:0044784","metaphase/anaphase transition of cell cycle","26/2093","100/18384",0.26,2.28372670807453,4.61376963510998,3.83159070634981e-05,0.000433951641077537,0.000308982956058145,"Nuf2/Nek6/Spc25/Bub1b/Knl1/Bub1/Ube2c/Cenpe/Cdc20/Cdca8/Tacc3/Cit/Kntc1/Actb/Ccnb1-ps/Plk1/Ska3/Spc24/Zwilch/Ttk/Spdl1/Aurkb/Birc5/Ccnb1/Ndc80/Incenp",26
"GO:0001666","GO:0001666","response to hypoxia","61/2093","321/18384",0.190031152647975,1.66915084103219,4.33511416729816,3.84880641458613e-05,0.000435063155864179,0.000309774378631467,"Adora1/Ptgs2/Bmyc/Pdk1/Ada/Cybb/Aifm1/Cysltr1/Alas2/Ccna2/Postn/Ddah1/Car9/Alad/Ptprd/Eno1/Kcnk3/Tacc3/Sod3/Lep/Hilpda/Ndnf/Hk2/Grin2b/Hif3a/Tgfb1/Ryr1/Pak1/Ucp2/Adm/Adam8/Cd24a/Prmt2/F7/Hmox1/Plau/Mmp14/Slc2a4/Ccl2/Ryr2/Sox4/Fos/Tgfb3/Abat/Cbs/Tnf/Slc29a1/Trem2/Slc8a1/Prkce/Egr1/Eno1b/Cpt1a/Pygm/Pdlim1/ND1/COX1/COX2/ND4/ND5/CYTB",61
"GO:1903038","GO:1903038","negative regulation of leukocyte cell-cell adhesion","35/2093","153/18384",0.228758169934641,2.00931208603843,4.49350138163682,3.88218017451615e-05,0.000437775061617027,0.000311705314193746,"Mdk/Cd44/Tnfaip8l2/Ptpn22/Laptm5/Pf4/Gpnmb/Ptpn6/Tgfb1/Nfkbid/Cd37/Lrrc32/Spn/Adam8/Tspan32/Zc3h12d/Arg1/Cd24a/Lilrb4b/Lilrb4a/Vsir/Lgals3/Havcr2/Dusp3/Cd300a/Socs1/Cd86/Cd80/Runx1/H2-Aa/H2-M3/Tnfrsf21/Zfp608/Cd74/Anxa1",35
"GO:0042267","GO:0042267","natural killer cell mediated cytotoxicity","22/2093","78/18384",0.282051282051282,2.4774155610276,4.68675419969031,3.88769278945369e-05,0.000437775061617027,0.000311705314193746,"Sh2d1b1/Fcgr4/Rasgrp1/Cd2/Lep/Ptpn6/Klrb1a/Klrb1b/Tgfb1/Hcst/Coro1a/Ulbp1/H60b/Cadm1/Havcr2/Arrb2/Unc13d/Serpinb9b/Pik3r1/H2-M3/Vav1/Cd226",22
"GO:0051225","GO:0051225","spindle assembly","32/2093","135/18384",0.237037037037037,2.08203004724744,4.52278148466805,3.92154784478287e-05,0.00044074298722053,0.000313818541428131,"Aspm/Nek2/Tpx2/Mybl2/Haus7/Flna/Kif4/Gpsm2/Cenpe/Stil/Cdc20/Cdca8/Haus3/Prc1/Plk1/Haus8/Ccsap/Ska3/Kif23/Ccnb2/Kif15/Aurkb/Spag5/Birc5/Racgap1/Kifc1/Hspa1b/Hspa1a/Uhrf1/Ndc80/Incenp/Kif11",32
"GO:0000281","GO:0000281","mitotic cytokinesis","24/2093","89/18384",0.269662921348315,2.36860159869442,4.63900430249206,3.96233462172886e-05,0.000444477154704623,0.000316477349457492,"Nusap1/Kif4/Ect2/Iqgap3/Rhoc/Cdca8/Stmn1/Cenpa/Cit/Iqgap1/Plk1/Ckap2/Anln/Kif23/Sptbn1/Aurkb/Birc5/Iqgap2/Racgap1/Kif20a/Trim36/Incenp/Kif20b/Cep55",24
"GO:0051048","GO:0051048","negative regulation of secretion","41/2093","191/18384",0.214659685863874,1.88547714520854,4.40921032797106,4.32568523495841e-05,0.000484311958306391,0.000344840591362298,"Inhbb/Adora1/Cd84/Il1rn/Spi1/Il1b/Ada/Fmr1/Anxa5/P2ry1/Ptger3/Mup2/Mup1/Mup11/Mup3/Tnfrsf1b/Cyp51/Lep/Snca/Rab11fip5/Ucp2/Kcnq1/Gja1/Pfkl/Rab11fip1/Hmox1/Gck/Srebf1/Abr/Cd300a/Hrh2/Tifab/Fkbp1b/Rsad2/Ptger4/Nckap1l/Abat/Tnf/Cd74/Anxa1/Entpd1",41
"GO:0055074","GO:0055074","calcium ion homeostasis","63/2093","336/18384",0.1875,1.64691829909221,4.28966590931263,4.40201063838183e-05,0.000491920504418411,0.000350258040788597,"Bok/Adora1/Ptprc/Casq1/Ncs1/Aplnr/Plcb2/Mtln/Jph2/Cd40/Flna/Dmd/Cxcr3/P2ry1/Sv2a/Ngf/Sypl2/Mcub/Lyn/Marcksl1/Wfs1/Spp1/P2rx7/Snca/Clec4b1/Ptpn6/Grin2b/Tgfb1/Ryr1/Hrc/P2ry6/Prkcb/Atp2a1/Coro1a/Tpcn2/Enpp1/Trdn/S100b/Jsrp1/Tmem38a/Cx3cl1/Plcg2/Cyba/Cacna1d/Ubash3b/Pth1r/Ccr1/Ccr5/Anxa6/Atp2a3/Ccl2/Ccl5/Ccl3/Ryr2/Fkbp1b/App/Slc8a1/Prkce/Diaph1/Synpo/Tcirg1/Pygm/Fxn",63
"GO:0002883","GO:0002883","regulation of hypersensitivity","8/2093","14/18384",0.571428571428571,5.01917957818579,5.39219744948183,4.43631433046532e-05,0.000493876053683241,0.000351650434169261,"Fcgr2b/Fcgr3/Fcer1g/Btk/Fcgr1/Spn/Ccr7/C3",8
"GO:0032490","GO:0032490","detection of molecule of bacterial origin","8/2093","14/18384",0.571428571428571,5.01917957818579,5.39219744948183,4.43631433046532e-05,0.000493876053683241,0.000351650434169261,"Ly96/Lbp/Tlr2/Tlr1/Tlr6/Tlr9/Nr4a1/Trem2",8
"GO:0006898","GO:0006898","receptor-mediated endocytosis","53/2093","269/18384",0.197026022304833,1.73059072816629,4.32663304663738,4.48067365683226e-05,0.000496273771804547,0.000353357661341108,"Ramp1/Marco/Cntn2/Fcgr2b/Fcgr4/Fcer1g/Mrc1/Itga4/Aplnr/Ldlrad3/Cd44/Siglec1/Fmr1/Fcgr1/Ptger3/Lpar1/Dnajc6/Serpine1/Snca/Rab11fip5/Cd9/Bicd1/Apoc1/Arrb1/Adm/Itgam/Tpcn2/Lilrb4b/Lilrb4a/Itgb2/Pip5k1c/Stab2/Msr1/Plcg2/Ldlr/Sorl1/Apoc3/Hmmr/Arrb2/Cxcl16/Ccr7/Cd300a/H1f1/Syk/Plk2/Sdc1/Dab2/Angpt1/Arc/Tnk2/App/C3/Rab31",53
"GO:0046456","GO:0046456","icosanoid biosynthetic process","15/2093","43/18384",0.348837209302326,3.06403404482272,4.85689276351456,4.48686594280999e-05,0.000496273771804547,0.000353357661341108,"Pla2g4a/Ptgs2/Ptgds/Ptges/Ptges2/Il1b/Fabp5/Mgst2/Daglb/Alox5ap/Tbxas1/Hpgds/Syk/Cd74/Anxa1",15
"GO:0045580","GO:0045580","regulation of T cell differentiation","40/2093","185/18384",0.216216216216216,1.89914902958381,4.40567764552118,4.49162379380774e-05,0.000496273771804547,0.000353357661341108,"Cd28/Ptprc/Dusp10/Mdk/Cd44/Rasgrp1/Ada/Sash3/Il2rg/Rorc/Rhoh/Pf4/Card11/Actb/Fancd2/Tgfb1/Nfkbid/Adam8/Vnn1/Prdm1/Lilrb4b/Lilrb4a/Vsir/Egr3/Nlrp3/Rara/Ccr7/Sox4/Cd83/Syk/Il7r/Nckap1l/Socs1/Runx1/H2-DMa/H2-Aa/H2-M3/Zfp608/Cd74/Anxa1",40
"GO:0071322","GO:0071322","cellular response to carbohydrate stimulus","40/2093","185/18384",0.216216216216216,1.89914902958381,4.40567764552118,4.49162379380774e-05,0.000496273771804547,0.000353357661341108,"Cacna1e/Mpc2/Slc2a2/Gclm/Mup2/Mup1/Mup11/Mup3/Slc2a5/C1qtnf12/Aacs/Mlxipl/Lep/Rab11fip5/Tgfb1/Arrb1/Ucp2/Prkcb/Irs2/Cacna1d/Icam1/C2cd2l/Apoc3/Gpx1/Gck/Serpinf1/Ccl2/Map2k6/Birc5/Nptx1/Sox4/Fkbp1b/Gpr68/Sybu/Tiam1/Rps6ka2/Abcg1/Slc29a1/Trem2/Prkce",40
"GO:1903532","GO:1903532","positive regulation of secretion by cell","65/2093","350/18384",0.185714285714286,1.63123336291038,4.27362951676383,4.54366734349278e-05,0.000501082113415582,0.000356781304586299,"Tnfrsf11a/Inhbb/Pla2g4a/Glul/Mpc2/Fcer1g/Prkcq/Cacna1b/Ptges/Ncs1/Ttn/Il1b/Nnat/Slc2a2/P2ry1/Tlr2/Ptafr/Fgr/C1qtnf12/Spp1/P2rx7/Aacs/Cadps2/Lep/Snca/Grin2b/Kcnn4/Tgfb1/Arrb1/Prkcb/Itgam/Gja1/Itgb2/Kiss1r/Retn/Irs2/Slc18a1/Cadps/Cacna1d/Lgals3/Mmp13/C2cd2l/Rab8b/Gck/Adora2b/Map2k6/Unc13d/C1qtnf1/Sox4/Syk/Isl1/Sdc1/Tgfb3/Gpr68/Ptger4/Dab2/Sybu/Abat/Runx1/Abcg1/Trem2/Myom1/Prkce/Apbb3/Rbp4",65
"GO:0046165","GO:0046165","alcohol biosynthetic process","33/2093","142/18384",0.232394366197183,2.04125084957908,4.46459687761015,4.57175841852241e-05,0.00050281836788018,0.000358017555325226,"Ephx1/Sptlc3/Nsdhl/P2ry1/Fdps/Pmvk/Hmgcs2/Dhcr24/Ptafr/Cyp51/Insig1/Lep/Adcyap1r1/Snca/Acer3/P2ry6/Pcbd1/Lss/Plcg2/Mvd/Sc5d/Abcg4/Pts/Pth1r/Plek/Srebf1/Idi1/Dab2/Clcn2/Abcg1/Tm7sf2/Lipa/Got1",33
"GO:0032479","GO:0032479","regulation of type I interferon production","32/2093","136/18384",0.235294117647059,2.06672100278238,4.47539734635211,4.57651968043376e-05,0.00050281836788018,0.000358017555325226,"Ikbke/Sirpa/Siglec1/Tlr8/Tlr7/Tlr2/Ptpn22/Isg15/Oas1c/Oas1g/Oas1a/Irf5/Gapdh/Tyrobp/Arrdc4/Pycard/Gapdhrt2/Plcg2/Irf8/Acod1/Mmp12/Cgas/Tlr9/Traip/Rel/Havcr2/Dhx58/Syk/Ptprs/Gapdh-ps15/Sting1/Ticam2",32
"GO:0070252","GO:0070252","actin-mediated cell contraction","26/2093","101/18384",0.257425742574257,2.26111555254904,4.55523487509153,4.60801551219436e-05,0.000504393206344105,0.000359138874379786,"Adora1/Adcy10/Actc1/Mylk2/Fgf13/Flna/Kcne5/Atp1a1/Ptger3/Limch1/Atp2a1/Kcnq1/Myo9b/Cacna1d/Scn4b/Tpm1/Myh2/Myh8/Jup/Kcnj2/Ryr2/Epdr1/Frmd6/Pkp2/Acta2/Shtn1",26
"GO:2001251","GO:2001251","negative regulation of chromosome organization","26/2093","101/18384",0.257425742574257,2.26111555254904,4.55523487509153,4.60801551219436e-05,0.000504393206344105,0.000359138874379786,"Nuf2/Spc25/Bub1b/Knl1/Bub1/Cenpe/Cdc20/Cdca8/Kntc1/Mcm2/Ccnb1-ps/Plk1/Ska3/Spc24/Zwilch/Ttk/Spdl1/Rad50/Aurkb/Top2a/Ten1/Birc5/Ccnb1/Recql4/Ndc80/Incenp",26
"GO:0051047","GO:0051047","positive regulation of secretion","69/2093","378/18384",0.182539682539683,1.60334903192046,4.24839445359198,4.74371157177336e-05,0.000518281349793379,0.000369027532955799,"Tnfrsf11a/Inhbb/Adora1/Pla2g4a/Glul/Mpc2/Fcer1g/Prkcq/Cacna1b/Ptges/Ncs1/Ttn/Il1b/Nnat/Slc2a2/P2ry1/Tlr2/S100a8/Ptafr/Fgr/C1qtnf12/Spp1/P2rx7/Aacs/Cadps2/Lep/Snca/Grin2b/Kcnn4/Tgfb1/Arrb1/Prkcb/Itgam/Gja1/Itgb2/Kiss1r/Retn/Irs2/Slc18a1/Cyba/Cadps/Cacna1d/Lgals3/Mmp13/C2cd2l/Rab8b/Gck/Adora2b/Map2k6/Unc13d/C1qtnf1/Sox4/Syk/Isl1/Sdc1/Tgfb3/Gpr68/Ptger4/Dab2/Npr3/Sybu/Abat/Runx1/Abcg1/Trem2/Myom1/Prkce/Apbb3/Rbp4",69
"GO:0051955","GO:0051955","regulation of amino acid transport","16/2093","48/18384",0.333333333333333,2.92785475394171,4.79359750006829,4.77708147915605e-05,0.000520958904164736,0.000370934009591338,"Per2/Adora1/Il1rn/Slc43a1/Il1b/Sv2a/P2rx7/Lep/Snca/Grin2b/Arg1/Slc7a5/Slc36a2/Slc38a1/Abat/Tnf",16
"GO:0043300","GO:0043300","regulation of leukocyte degranulation","17/2093","53/18384",0.320754716981132,2.81736966888731,4.7490535601519,4.88741099371701e-05,0.000532003737427196,0.000378798169805435,"Fcer1g/Cd84/Spi1/Lyn/Ptafr/Fgr/Fes/Itgam/Itgb2/Hmox1/Adora2b/Abr/Cd300a/Unc13d/Syk/Rac2/Nckap1l",17
"GO:0055002","GO:0055002","striated muscle cell development","43/2093","205/18384",0.209756097560976,1.84240616223649,4.3474280855612,5.07701093205182e-05,0.000551620522340122,0.000392765745030412,"Ankrd23/Fhl2/Casq1/Neb/Klhl41/Ttn/Actc1/Neurl2/Nfatc2/Dmd/Fdps/Tmod4/Cavin4/Trim63/Myo18b/Met/Lmod3/Tnnt1/Ryr1/Mybpc2/Pak1/Tnnt3/Cdk1/Col6a1/Stac3/Myom2/Acta1/Myoz1/Synpo2l/Tpm1/Gpx1/Xirp1/Tcap/Cntnap1/Actg1/Isl1/Sdc1/Asb2/Myom1/Slc8a1/Alpk2/Actn3/Nrap",43
"GO:0002753","GO:0002753","cytoplasmic pattern recognition receptor signaling pathway","40/2093","186/18384",0.21505376344086,1.88893855093014,4.36752418458686,5.10362557444951e-05,0.000553489135177384,0.000394096237793965,"Rab7b/Ifi214/Ifi209/Tlr13/Btk/Tlr8/Tlr7/Ptpn22/Tifa/Tlr6/Oasl1/Oas1c/Oas1g/Oas1a/Pycard/Smpdl3a/Plcg2/Hspa8/Cgas/Tlr9/Havcr2/Nlrp3/Aurkb/Scimp/Nlrp1a/Nlrp1b/Trim25/Dhx58/Cd300ld3/Rsad2/Cd86/Hspa1b/Tnf/Trem2/Rftn1/Ptprs/Sting1/Unc93b1/Slc15a3/Pik3ap1",40
"GO:0042060","GO:0042060","wound healing","69/2093","379/18384",0.182058047493404,1.59911855954072,4.22429998304436,5.16754316484839e-05,0.000559388926758358,0.000398297017028927,"Fn1/Slc11a1/Cxcr4/Pla2g4a/Fcer1g/Prkcq/Serping1/Ptprj/Cd44/Thbs1/Flna/Gla/Anxa5/P2ry1/Rhoc/Ccn1/Lyn/Svep1/Tec/Pf4/Arhgap24/Serpine1/Tfpi2/Ndnf/Ptpn6/Cd9/Clec7a/Plaur/Prcp/Pak1/Tspan32/Lilrb4a/Cnn2/Pip5k1c/F7/F10/Comp/Hmox1/Cx3cl1/Myoz1/Plau/Prkcd/Mmp12/Ubash3b/Tpm1/Cd109/Gpx1/Plek/Myh2/Clec10a/Ccl2/Nog/Slc4a1/C1qtnf1/Actg1/Syk/Evl/Ptger4/Mrtfa/Tafa5/Itga5/Tnfrsf12a/Tnf/Prkce/Hbegf/Fermt3/Anxa1/Myof/Entpd1",69
"GO:0051783","GO:0051783","regulation of nuclear division","34/2093","149/18384",0.228187919463087,2.0043032543762,4.41188370670846,5.24771524718584e-05,0.000567023349686734,0.00040373289130826,"Cd28/Nuf2/Spc25/Bub1b/Knl1/Nusap1/Bub1/Il1b/Ube2c/Sycp2/Cenpe/Cdc20/Cdca8/Btc/Kntc1/Met/Rad51ap1/Ccnb1-ps/Plk1/Mki67/Gja1/Ska3/Cdca2/Spc24/Zwilch/Ttk/Spdl1/Aurkb/Birc5/Ccnb1/Rps6ka2/Tnf/Ndc80/Incenp",34
"GO:0032610","GO:0032610","interleukin-1 alpha production","7/2093","11/18384",0.636363636363636,5.58954089388872,5.45750930521237,5.34226411380032e-05,0.000574073646451888,0.000408752855123065,"P2rx7/Nlrp10/Cx3cl1/Panx1/Nlrp1b/Isl1/Ptger4",7
"GO:0033004","GO:0033004","negative regulation of mast cell activation","7/2093","11/18384",0.636363636363636,5.58954089388872,5.45750930521237,5.34226411380032e-05,0.000574073646451888,0.000408752855123065,"Cd84/Cnr2/Ptpn6/Lilrb4a/Milr1/Cd300a/Cd300lf",7
"GO:0033089","GO:0033089","positive regulation of T cell differentiation in thymus","7/2093","11/18384",0.636363636363636,5.58954089388872,5.45750930521237,5.34226411380032e-05,0.000574073646451888,0.000408752855123065,"Rasgrp1/Ada/Il2rg/Adam8/Vnn1/Egr3/Il7r",7
"GO:0043032","GO:0043032","positive regulation of macrophage activation","12/2093","30/18384",0.4,3.51342570473005,4.93833163670521,5.53221239083345e-05,0.000592319570734409,0.00042174434792357,"Il1rl1/Il10/Pla2g4a/Thbs1/Lbp/Tlr6/Stap1/Kcnn4/Ulbp1/Jund/Havcr2/Trem2",12
"GO:0051156","GO:0051156","glucose 6-phosphate metabolic process","12/2093","30/18384",0.4,3.51342570473005,4.93833163670521,5.53221239083345e-05,0.000592319570734409,0.00042174434792357,"Rpe/Hsd11b1/Prps1/Prps2/Pgd/Acacb/Hk2/Taldo1/Tkt/Gck/Shpk/Hk3",12
"GO:2000401","GO:2000401","regulation of lymphocyte migration","20/2093","69/18384",0.289855072463768,2.54596065560149,4.61146011583065,5.63678048240383e-05,0.000602418103192177,0.000428934721493543,"Itga4/Ecm1/Padi2/Coro1a/Spn/Pycard/Adam8/Il27ra/Ripk3/Stk10/Ccl7/Ccl5/Ccl3/Ccr7/Nedd9/Apod/Cd200r1/App/Aif1/Dock8",20
"GO:0050796","GO:0050796","regulation of insulin secretion","43/2093","206/18384",0.20873786407767,1.83346244300233,4.31186873474985,5.72184460308624e-05,0.000610399320815624,0.000434617521097925,"Per2/Inhbb/Glul/Cacna1e/Mpc2/Il1b/Nnat/Slc2a2/Ptger3/Mup2/Mup1/Mup11/Mup3/C1qtnf12/Aacs/Lep/Arrb1/Ucp2/Bmal1/Prkcb/Kcnq1/Gja1/Pfkl/Irs2/Cacna1d/C2cd2l/Gck/Srebf1/Ccl5/Birc5/Sox4/Isl1/Fkbp1b/Gpr68/Sybu/Abat/Tiam1/Abcg1/Tnf/Prkce/Cpt1a/Tcirg1/Rbp4",43
"GO:0033045","GO:0033045","regulation of sister chromatid segregation","27/2093","108/18384",0.25,2.19589106545628,4.46767795562308,5.77529458702353e-05,0.000614985173596455,0.000437882747482943,"Nuf2/Nek6/Spc25/Bub1b/Knl1/Bub1/Ube2c/Cenpe/Cdc20/Cdca8/Tacc3/Cit/Kntc1/Actb/Ccnb1-ps/Plk1/Cdk1/Ska3/Spc24/Zwilch/Ttk/Spdl1/Aurkb/Birc5/Ccnb1/Ndc80/Incenp",27
"GO:0050871","GO:0050871","positive regulation of B cell activation","24/2093","91/18384",0.263736263736264,2.31654442070113,4.51266071073246,5.85673525114499e-05,0.000621280990991112,0.000442365505664415,"Cd28/Inpp5d/Il10/Ptprc/Spi1/Ada/Cd40/Nfatc2/Sash3/Il2rg/Btk/Vav3/Bst1/Card11/Tgfb1/Stat6/Irs2/Shld2/Mmp14/Gpr183/Tlr9/Syk/Nckap1l/Cd74",24
"GO:0002863","GO:0002863","positive regulation of inflammatory response to antigenic stimulus","9/2093","18/18384",0.5,4.39178213091257,5.16031064337622,5.86612708404334e-05,0.000621280990991112,0.000442365505664415,"Cd28/Fcgr3/Fcer1g/Btk/Fcgr1/Cd24a/Ccr7/Tnf/C3",9
"GO:0050855","GO:0050855","regulation of B cell receptor signaling pathway","9/2093","18/18384",0.5,4.39178213091257,5.16031064337622,5.86612708404334e-05,0.000621280990991112,0.000442365505664415,"Lyn/Stap1/Ptpn6/Cd22/Cmtm3/Cd300a/Nfam1/Plcl2/Lpxn",9
"GO:0001910","GO:0001910","regulation of leukocyte mediated cytotoxicity","28/2093","114/18384",0.245614035087719,2.15736666079916,4.44296667530413,5.96557621947557e-05,0.000630677284497795,0.000449055869909786,"Ptprc/Sh2d1b1/Spi1/Rasgrp1/Stap1/P2rx7/Lep/Klrb1a/Klrb1b/Tgfb1/Tyrobp/Itgam/Ulbp1/H60b/Arg1/Ripk3/Hspa8/Cadm1/Havcr2/Arrb2/Ccl2/Serpinb9b/Il7r/Nckap1l/H2-Q10/H2-M3/Vav1/Cd226",28
"GO:0006953","GO:0006953","acute-phase response","15/2093","44/18384",0.340909090909091,2.99439690744039,4.74741503183511,6.09588040028181e-05,0.000643295960374443,0.000458040640111886,"Fn1/Tnfrsf11a/Ptgs2/Il1rn/Ptges/Il1b/Lbp/Ptger3/Orm3/Itih4/Plscr1/Ccr5/Trpv1/Ccl5/Tnf",15
